InvoiceNo,InvoiceDate,CustomerID,Country,GrossSale
563204,2011-08-14 11:49:00,17048,United Kingdom,164.95000000000002
563205,2011-08-14 12:03:00,14040,United Kingdom,338.06
563206,2011-08-14 12:08:00,17613,United Kingdom,155.93
563208,2011-08-14 12:12:00,14040,United Kingdom,39.84
563209,2011-08-14 12:23:00,13527,United Kingdom,444.44
563210,2011-08-14 12:27:00,16466,United Kingdom,245.67000000000002
563211,2011-08-14 12:33:00,17049,United Kingdom,330.28
563212,2011-08-14 12:41:00,17800,United Kingdom,169.8
563213,2011-08-14 12:55:00,16115,United Kingdom,273.02
563214,2011-08-14 12:56:00,16370,United Kingdom,406.53
563215,2011-08-14 12:56:00,15683,United Kingdom,193.75
563216,2011-08-14 13:14:00,17841,United Kingdom,278.46
563217,2011-08-14 13:21:00,13515,United Kingdom,188.39999999999998
563227,2011-08-14 15:33:00,14301,United Kingdom,640.14
563228,2011-08-14 15:34:00,17988,United Kingdom,53.05
563229,2011-08-14 15:35:00,17988,United Kingdom,11.639999999999999
563230,2011-08-14 15:39:00,15376,United Kingdom,334.85
563231,2011-08-14 15:42:00,14658,United Kingdom,123.14
563233,2011-08-14 15:56:00,17988,United Kingdom,2.95
563234,2011-08-15 08:26:00,13621,United Kingdom,213.85
563235,2011-08-15 09:18:00,15939,United Kingdom,47.400000000000006
563236,2011-08-15 09:45:00,17252,United Kingdom,11.9
563237,2011-08-15 09:57:00,14321,United Kingdom,273.72
563238,2011-08-15 09:59:00,15093,United Kingdom,630.42
563239,2011-08-15 10:02:00,15048,United Kingdom,68.08
563241,2011-08-15 10:22:00,12758,Portugal,1221.4
563242,2011-08-15 10:28:00,17173,United Kingdom,498.48
563243,2011-08-15 10:29:00,18241,United Kingdom,57.0
563245,2011-08-15 10:53:00,16272,United Kingdom,409.90000000000003
563245,2011-08-15 10:54:00,16272,United Kingdom,1.8
563246,2011-08-15 10:57:00,13089,United Kingdom,695.26
563247,2011-08-15 10:59:00,13089,United Kingdom,256.08
563248,2011-08-15 11:30:00,14702,United Kingdom,190.15
563250,2011-08-15 11:38:00,15624,United Kingdom,68.10000000000001
563251,2011-08-15 11:39:00,12919,United Kingdom,182.65
563252,2011-08-15 11:59:00,17655,United Kingdom,300.63
563253,2011-08-15 12:04:00,15218,United Kingdom,623.7
563254,2011-08-15 12:06:00,15218,United Kingdom,81.6
563255,2011-08-15 12:07:00,14527,United Kingdom,106.34
563256,2011-08-15 12:07:00,18143,United Kingdom,519.98
563257,2011-08-15 12:07:00,13799,United Kingdom,347.15999999999997
563259,2011-08-15 12:19:00,17958,United Kingdom,508.4599999999999
563260,2011-08-15 12:22:00,16668,United Kingdom,50.28
563261,2011-08-15 12:38:00,16836,United Kingdom,91.32000000000001
563262,2011-08-15 12:44:00,15311,United Kingdom,626.0600000000001
563264,2011-08-15 12:46:00,13720,United Kingdom,247.35
563268,2011-08-15 12:47:00,13940,United Kingdom,172.44
563288,2011-08-15 12:53:00,12656,France,1161.07
563300,2011-08-15 12:57:00,16774,United Kingdom,238.0
563328,2011-08-15 13:07:00,14606,United Kingdom,112.33
563333,2011-08-15 13:09:00,15996,United Kingdom,111.56
563345,2011-08-15 13:22:00,12619,Germany,378.12
563346,2011-08-15 13:37:00,14282,United Kingdom,141.72
563347,2011-08-15 13:46:00,16961,United Kingdom,234.17
563348,2011-08-15 13:48:00,13078,United Kingdom,434.74
563349,2011-08-15 13:51:00,14623,United Kingdom,210.85
563350,2011-08-15 14:10:00,14498,United Kingdom,360.09
563351,2011-08-15 14:17:00,16902,United Kingdom,1706.88
563352,2011-08-15 14:32:00,15706,United Kingdom,450.05
563353,2011-08-15 14:32:00,15480,Malta,905.5
563354,2011-08-15 14:35:00,15271,United Kingdom,141.78
563355,2011-08-15 14:39:00,14156,EIRE,467.42
563356,2011-08-15 14:44:00,16210,United Kingdom,310.87
563357,2011-08-15 14:50:00,13277,United Kingdom,50.0
563358,2011-08-15 14:51:00,17858,United Kingdom,231.75
563360,2011-08-15 15:06:00,15023,United Kingdom,670.88
563361,2011-08-15 15:17:00,15315,United Kingdom,233.54
563362,2011-08-15 16:13:00,15114,United Kingdom,191.14000000000001
563364,2011-08-16 08:39:00,14466,United Kingdom,234.75
563365,2011-08-16 08:50:00,15373,United Kingdom,17.0
563366,2011-08-16 08:52:00,15373,United Kingdom,149.60000000000002
563367,2011-08-16 08:58:00,16133,United Kingdom,303.83
563368,2011-08-16 09:00:00,13995,United Kingdom,153.2
563369,2011-08-16 09:25:00,13394,United Kingdom,306.86
563370,2011-08-16 09:34:00,16153,United Kingdom,323.44
563371,2011-08-16 09:39:00,14006,United Kingdom,300.1
563372,2011-08-16 09:50:00,15653,United Kingdom,48.0
563373,2011-08-16 10:02:00,12569,Germany,115.30000000000001
563374,2011-08-16 10:03:00,13953,United Kingdom,354.36
563376,2011-08-16 10:36:00,15752,United Kingdom,335.2
563377,2011-08-16 10:44:00,15002,United Kingdom,494.17
563381,2011-08-16 10:48:00,15768,United Kingdom,142.68
563382,2011-08-16 10:50:00,18221,United Kingdom,169.85
563383,2011-08-16 10:52:00,14407,United Kingdom,15.0
563384,2011-08-16 10:52:00,17315,United Kingdom,168.15
563404,2011-08-16 11:04:00,16303,United Kingdom,3209.15
563411,2011-08-16 11:10:00,16927,United Kingdom,201.6
563425,2011-08-16 11:37:00,15140,United Kingdom,566.76
563426,2011-08-16 11:38:00,15140,United Kingdom,33.9
563427,2011-08-16 11:40:00,16470,United Kingdom,193.47
563428,2011-08-16 11:44:00,13159,United Kingdom,457.31
563429,2011-08-16 11:48:00,13999,United Kingdom,334.34
563430,2011-08-16 11:50:00,14918,United Kingdom,844.73
563431,2011-08-16 12:00:00,16266,United Kingdom,110.38
563432,2011-08-16 12:12:00,16713,United Kingdom,369.33
563434,2011-08-16 12:21:00,14057,United Kingdom,520.93
563435,2011-08-16 12:29:00,16131,United Kingdom,596.98
563436,2011-08-16 12:32:00,16131,United Kingdom,17.0
563437,2011-08-16 12:52:00,14232,United Kingdom,257.59999999999997
563438,2011-08-16 12:59:00,13743,United Kingdom,166.32
563440,2011-08-16 13:12:00,13189,United Kingdom,127.0
563441,2011-08-16 13:13:00,13140,United Kingdom,150.15
563442,2011-08-16 13:25:00,17637,United Kingdom,338.95
563443,2011-08-16 13:26:00,12641,Sweden,185.9
563444,2011-08-16 13:50:00,16033,United Kingdom,687.08
563448,2011-08-16 14:28:00,15220,United Kingdom,337.24
563450,2011-08-16 14:33:00,16523,United Kingdom,741.4000000000001
563451,2011-08-16 14:34:00,18241,United Kingdom,104.7
563454,2011-08-16 14:41:00,13305,United Kingdom,194.55
563465,2011-08-16 14:55:00,16168,United Kingdom,134.4
563468,2011-08-16 14:55:00,16168,United Kingdom,65.2
563476,2011-08-16 15:22:00,17682,United Kingdom,429.12
563477,2011-08-16 15:39:00,17097,Spain,170.39
563482,2011-08-16 15:54:00,17097,Spain,29.85
563498,2011-08-16 16:17:00,17719,United Kingdom,310.98
563499,2011-08-16 17:06:00,13470,United Kingdom,115.5
563500,2011-08-16 17:25:00,15856,United Kingdom,423.84
563501,2011-08-16 17:27:00,15856,United Kingdom,20.3
563502,2011-08-17 08:50:00,12722,France,580.08
563503,2011-08-17 09:05:00,16488,United Kingdom,135.51
563504,2011-08-17 09:16:00,16218,United Kingdom,454.72
563505,2011-08-17 09:45:00,17865,United Kingdom,687.16
563506,2011-08-17 09:48:00,17398,United Kingdom,124.92999999999999
563507,2011-08-17 10:08:00,14414,United Kingdom,125.03999999999999
563508,2011-08-17 10:27:00,16133,United Kingdom,308.08
563509,2011-08-17 10:46:00,16092,United Kingdom,224.13
563510,2011-08-17 10:50:00,15734,United Kingdom,760.8000000000001
563518,2011-08-17 10:56:00,12421,Spain,231.76
563522,2011-08-17 10:59:00,17975,United Kingdom,544.8100000000001
563532,2011-08-17 11:04:00,17511,United Kingdom,3256.88
563533,2011-08-17 11:14:00,16241,United Kingdom,182.97
563534,2011-08-17 11:37:00,14323,United Kingdom,305.24
563538,2011-08-17 11:48:00,17841,United Kingdom,305.28
563540,2011-08-17 12:04:00,12473,Germany,514.06
563543,2011-08-17 12:06:00,15039,United Kingdom,685.61
563544,2011-08-17 12:10:00,17937,United Kingdom,287.04
563545,2011-08-17 12:20:00,15039,United Kingdom,8.5
563546,2011-08-17 12:24:00,16729,United Kingdom,395.37
563548,2011-08-17 12:30:00,12528,Germany,234.0
563550,2011-08-17 12:50:00,14194,United Kingdom,508.12
563551,2011-08-17 13:04:00,17757,United Kingdom,155.05
563552,2011-08-17 13:06:00,17656,United Kingdom,267.15
563555,2011-08-17 13:21:00,16755,United Kingdom,588.36
563556,2011-08-17 13:31:00,17706,United Kingdom,301.5
563557,2011-08-17 13:33:00,15786,United Kingdom,3160.84
563558,2011-08-17 13:40:00,14156,EIRE,1544.01
563559,2011-08-17 13:45:00,14156,EIRE,34.68
563560,2011-08-17 14:00:00,12971,United Kingdom,103.19999999999999
563561,2011-08-17 14:02:00,18073,United Kingdom,776.2800000000001
563562,2011-08-17 14:02:00,16029,United Kingdom,697.6
563563,2011-08-17 14:03:00,16029,United Kingdom,6578.08
563564,2011-08-17 14:11:00,16633,United Kingdom,464.94
563565,2011-08-17 14:22:00,17338,United Kingdom,946.74
563566,2011-08-17 14:25:00,13655,United Kingdom,549.32
563567,2011-08-17 14:44:00,13004,United Kingdom,328.07
563569,2011-08-17 14:47:00,18257,United Kingdom,627.27
563571,2011-08-17 14:58:00,15541,United Kingdom,85.13000000000001
563572,2011-08-17 15:00:00,16734,United Kingdom,303.21
563573,2011-08-17 15:02:00,16734,United Kingdom,2.95
563574,2011-08-17 15:05:00,15827,United Kingdom,222.45
563575,2011-08-17 15:05:00,17949,United Kingdom,2209.04
563576,2011-08-17 15:06:00,12748,United Kingdom,146.19
563578,2011-08-17 15:11:00,12949,United Kingdom,425.75
563580,2011-08-17 15:53:00,16706,United Kingdom,291.53
563584,2011-08-17 16:48:00,15122,United Kingdom,703.17
563585,2011-08-17 17:01:00,17070,United Kingdom,312.14
563588,2011-08-17 19:15:00,17450,United Kingdom,813.4000000000001
563589,2011-08-17 19:40:00,17450,United Kingdom,2240.0
563590,2011-08-17 20:02:00,17450,United Kingdom,13031.5
563597,2011-08-18 06:20:00,14305,United Kingdom,4.25
563613,2011-08-18 08:49:00,12688,Israel,4873.8099999999995
563614,2011-08-18 08:51:00,12415,Australia,21880.44
563615,2011-08-18 09:01:00,16945,United Kingdom,302.74
563616,2011-08-18 09:39:00,13027,United Kingdom,1536.0
563617,2011-08-18 09:45:00,15301,United Kingdom,523.84
563618,2011-08-18 09:48:00,15400,United Kingdom,67.2
563619,2011-08-18 10:01:00,12839,United Kingdom,330.44
563620,2011-08-18 10:06:00,13014,United Kingdom,233.7
563621,2011-08-18 10:10:00,13113,United Kingdom,485.64
563622,2011-08-18 10:21:00,15189,United Kingdom,188.1
563623,2011-08-18 10:23:00,15189,United Kingdom,1284.1200000000001
563626,2011-08-18 10:31:00,16187,United Kingdom,702.88
563638,2011-08-18 10:36:00,15311,United Kingdom,1964.85
563656,2011-08-18 10:48:00,15615,United Kingdom,325.9
563657,2011-08-18 10:49:00,15615,United Kingdom,54.199999999999996
563658,2011-08-18 10:57:00,15505,United Kingdom,644.96
563659,2011-08-18 11:00:00,13694,United Kingdom,1459.12
563660,2011-08-18 11:03:00,13694,United Kingdom,237.60000000000002
563661,2011-08-18 11:23:00,13048,United Kingdom,435.13
563662,2011-08-18 11:40:00,12729,France,453.01
563674,2011-08-18 11:59:00,14132,United Kingdom,338.12
563680,2011-08-18 12:06:00,18272,United Kingdom,372.25
563684,2011-08-18 12:23:00,17386,United Kingdom,928.08
563685,2011-08-18 12:26:00,14911,EIRE,131.85
563686,2011-08-18 12:30:00,13098,United Kingdom,637.6
563688,2011-08-18 12:41:00,16767,United Kingdom,567.62
563689,2011-08-18 12:43:00,15743,United Kingdom,111.5
563690,2011-08-18 12:53:00,15152,United Kingdom,303.21
563691,2011-08-18 12:53:00,13668,United Kingdom,431.11
563692,2011-08-18 13:01:00,17243,United Kingdom,278.55
563694,2011-08-18 13:16:00,14741,United Kingdom,196.10000000000002
563695,2011-08-18 13:17:00,13617,United Kingdom,234.59
563696,2011-08-18 13:38:00,12962,United Kingdom,170.54000000000002
563697,2011-08-18 13:44:00,16813,United Kingdom,162.79
563698,2011-08-18 13:46:00,14667,United Kingdom,248.85
563699,2011-08-18 13:47:00,13381,United Kingdom,680.24
563703,2011-08-18 14:02:00,13273,United Kingdom,138.98
563705,2011-08-18 14:33:00,17736,United Kingdom,307.49
563706,2011-08-18 14:48:00,14189,United Kingdom,429.43
563707,2011-08-18 14:53:00,16626,United Kingdom,137.3
563708,2011-08-18 15:09:00,17001,United Kingdom,260.7
563709,2011-08-18 15:17:00,15472,United Kingdom,371.56
563710,2011-08-18 15:28:00,17742,United Kingdom,52.54
563711,2011-08-18 15:41:00,16928,United Kingdom,109.9
563712,2011-08-18 15:44:00,12680,France,311.78
563714,2011-08-18 15:51:00,14565,United Kingdom,682.77
563718,2011-08-18 16:18:00,15144,United Kingdom,506.90000000000003
563719,2011-08-18 16:19:00,13576,United Kingdom,332.04
563720,2011-08-18 16:24:00,15867,United Kingdom,326.01
563721,2011-08-18 16:27:00,15232,United Kingdom,301.7
563722,2011-08-18 16:32:00,17720,United Kingdom,355.21999999999997
563723,2011-08-18 16:43:00,13319,United Kingdom,346.2
563726,2011-08-18 17:02:00,16582,United Kingdom,313.62
563727,2011-08-18 17:04:00,15797,United Kingdom,367.2
563728,2011-08-18 17:09:00,17045,United Kingdom,191.09
563729,2011-08-18 17:39:00,14051,United Kingdom,742.8000000000001
563730,2011-08-18 17:43:00,14221,United Kingdom,588.0
563731,2011-08-18 17:44:00,17576,United Kingdom,102.95
563732,2011-08-18 17:50:00,15125,United Kingdom,1000.88
563733,2011-08-18 17:57:00,18225,United Kingdom,574.31
563734,2011-08-18 18:11:00,14064,United Kingdom,255.52
563735,2011-08-18 18:15:00,16743,United Kingdom,366.74
563736,2011-08-18 18:21:00,13784,United Kingdom,336.24
563737,2011-08-18 18:51:00,16261,United Kingdom,163.42
563738,2011-08-18 19:13:00,15024,United Kingdom,87.93
563739,2011-08-18 20:05:00,17750,United Kingdom,240.66
563740,2011-08-19 08:13:00,17747,United Kingdom,71.4
563741,2011-08-19 08:57:00,14759,United Kingdom,298.6
563742,2011-08-19 08:57:00,17929,United Kingdom,272.0
563743,2011-08-19 09:23:00,12828,United Kingdom,111.2
563744,2011-08-19 09:35:00,13266,United Kingdom,333.93
563745,2011-08-19 09:38:00,15159,United Kingdom,1394.58
563746,2011-08-19 10:05:00,14745,United Kingdom,279.76
563747,2011-08-19 10:05:00,13089,United Kingdom,481.6
563748,2011-08-19 10:06:00,16170,United Kingdom,310.78999999999996
563749,2011-08-19 10:10:00,12360,Austria,534.7
563750,2011-08-19 10:18:00,16122,United Kingdom,300.42
563753,2011-08-19 10:51:00,12513,France,612.29
563754,2011-08-19 10:56:00,15396,United Kingdom,288.18
563755,2011-08-19 10:58:00,17612,United Kingdom,306.81
563756,2011-08-19 11:08:00,12418,Switzerland,668.58
563764,2011-08-19 11:15:00,14606,United Kingdom,113.05
563771,2011-08-19 11:17:00,17841,United Kingdom,149.06
563776,2011-08-19 11:23:00,12600,Germany,275.37
563808,2011-08-19 11:46:00,12626,Germany,463.26
563812,2011-08-19 11:47:00,16249,United Kingdom,88.5
563818,2011-08-19 11:55:00,13327,United Kingdom,382.3
563819,2011-08-19 11:56:00,14062,United Kingdom,1708.68
563821,2011-08-19 12:06:00,14533,United Kingdom,301.48
563822,2011-08-19 12:13:00,16184,United Kingdom,315.98
563830,2011-08-19 12:20:00,16638,United Kingdom,142.91
563831,2011-08-19 12:23:00,18081,United Kingdom,94.80000000000001
563832,2011-08-19 12:33:00,16419,United Kingdom,109.45
563833,2011-08-19 12:49:00,14755,United Kingdom,315.5
563834,2011-08-19 12:50:00,14401,United Kingdom,326.44
563835,2011-08-19 12:53:00,13242,United Kingdom,166.4
563836,2011-08-19 12:56:00,15938,United Kingdom,69.28
563837,2011-08-19 13:03:00,15078,United Kingdom,306.1
563839,2011-08-19 13:24:00,16828,United Kingdom,113.5
563840,2011-08-19 13:33:00,14712,United Kingdom,115.72
563841,2011-08-19 13:35:00,17402,United Kingdom,278.9
563842,2011-08-19 13:54:00,13871,United Kingdom,430.35
563843,2011-08-19 14:02:00,17811,United Kingdom,108.94
563844,2011-08-19 14:04:00,17725,United Kingdom,310.82
563845,2011-08-19 14:39:00,12991,United Kingdom,303.56
563846,2011-08-19 14:43:00,16672,United Kingdom,398.7
563847,2011-08-19 14:49:00,16139,United Kingdom,166.57
563848,2011-08-19 14:57:00,14911,EIRE,989.49
563849,2011-08-19 15:04:00,14772,United Kingdom,139.26
563850,2011-08-19 15:06:00,15311,United Kingdom,138.68
563851,2011-08-19 15:06:00,14765,United Kingdom,15.0
563852,2011-08-19 15:18:00,12395,Belgium,165.95
563853,2011-08-19 15:22:00,12560,Germany,144.0
563854,2011-08-19 15:24:00,12364,Belgium,623.92
563855,2011-08-19 15:29:00,14709,United Kingdom,546.9
563857,2011-08-19 15:44:00,12968,United Kingdom,135.95
563858,2011-08-19 16:04:00,18170,United Kingdom,351.3
563890,2011-08-19 16:34:00,15862,United Kingdom,168.72
563891,2011-08-19 17:02:00,14500,United Kingdom,51.0
563892,2011-08-19 17:08:00,16330,United Kingdom,21.6
563893,2011-08-19 17:10:00,16330,United Kingdom,27.36
563895,2011-08-21 10:35:00,18229,United Kingdom,495.4
563896,2011-08-21 10:44:00,17061,United Kingdom,407.4
563897,2011-08-21 10:44:00,12523,France,128.55
563898,2011-08-21 10:48:00,12971,United Kingdom,151.2
563900,2011-08-21 11:05:00,14566,Channel Islands,1432.0
563901,2011-08-21 11:05:00,17097,Spain,13.25
563902,2011-08-21 11:06:00,17029,United Kingdom,358.0
563903,2011-08-21 11:15:00,17068,United Kingdom,206.69
563904,2011-08-21 11:29:00,13397,United Kingdom,247.72
563905,2011-08-21 11:43:00,13267,United Kingdom,313.35
563906,2011-08-21 11:50:00,14246,United Kingdom,504.19
563907,2011-08-21 11:57:00,14733,United Kingdom,316.98
563908,2011-08-21 12:21:00,18109,United Kingdom,399.59
563909,2011-08-21 12:36:00,15701,United Kingdom,857.0
563910,2011-08-21 12:37:00,17428,United Kingdom,377.25
563911,2011-08-21 12:39:00,16265,United Kingdom,435.98
563912,2011-08-21 12:58:00,17675,United Kingdom,962.09
563913,2011-08-21 13:11:00,14911,EIRE,458.9
563914,2011-08-21 13:18:00,12518,Germany,324.83
563915,2011-08-21 13:24:00,14224,United Kingdom,186.62
563916,2011-08-21 13:43:00,13435,United Kingdom,393.14
563917,2011-08-21 13:46:00,14572,United Kingdom,610.75
563919,2011-08-21 13:48:00,14735,United Kingdom,122.28
563920,2011-08-21 14:00:00,16407,United Kingdom,453.11
563921,2011-08-21 14:00:00,16407,United Kingdom,15.9
563922,2011-08-21 14:10:00,14529,United Kingdom,135.24
563923,2011-08-21 14:19:00,14460,United Kingdom,157.79999999999998
563924,2011-08-21 14:32:00,15984,United Kingdom,683.28
563925,2011-08-21 14:42:00,13610,United Kingdom,128.45
563926,2011-08-21 14:42:00,12553,France,400.21999999999997
563927,2011-08-21 15:01:00,14013,United Kingdom,199.22
563928,2011-08-21 15:17:00,17059,United Kingdom,739.43
563929,2011-08-21 15:35:00,15031,United Kingdom,110.96000000000001
563931,2011-08-21 15:49:00,14895,United Kingdom,833.32
563932,2011-08-21 15:50:00,14895,United Kingdom,39.6
563933,2011-08-21 15:54:00,16536,United Kingdom,548.97
563934,2011-08-21 16:02:00,15313,United Kingdom,52.0
563935,2011-08-21 16:24:00,15547,United Kingdom,366.18
563936,2011-08-22 09:03:00,17828,Malta,213.5
563937,2011-08-22 09:10:00,18204,United Kingdom,817.89
563938,2011-08-22 09:21:00,18144,United Kingdom,357.8
563939,2011-08-22 09:28:00,14959,United Kingdom,114.94
563940,2011-08-22 09:30:00,17416,United Kingdom,908.74
563941,2011-08-22 09:51:00,15738,United Kingdom,327.15
563942,2011-08-22 09:53:00,15801,United Kingdom,137.22
563943,2011-08-22 10:04:00,13139,United Kingdom,540.9200000000001
563944,2011-08-22 10:08:00,17581,United Kingdom,1351.22
563945,2011-08-22 10:09:00,17581,United Kingdom,66.24
563946,2011-08-22 10:15:00,17527,United Kingdom,314.51
563947,2011-08-22 10:18:00,12363,Unspecified,252.9
563949,2011-08-22 10:38:00,12747,United Kingdom,301.70000000000005
563950,2011-08-22 10:39:00,12471,Germany,1127.02
563951,2011-08-22 10:42:00,16839,United Kingdom,531.8
563952,2011-08-22 10:44:00,15572,United Kingdom,679.25
563953,2011-08-22 10:47:00,16201,United Kingdom,303.8
563954,2011-08-22 10:59:00,16652,United Kingdom,1388.27
563955,2011-08-22 11:00:00,16652,United Kingdom,82.98
563956,2011-08-22 11:03:00,14282,United Kingdom,102.24
563981,2011-08-22 11:13:00,14948,United Kingdom,13.2
563982,2011-08-22 11:17:00,14397,United Kingdom,174.96
564016,2011-08-22 11:44:00,15712,United Kingdom,307.66
564017,2011-08-22 11:44:00,14057,United Kingdom,305.02
564019,2011-08-22 11:54:00,13408,United Kingdom,463.82
564020,2011-08-22 11:57:00,13971,United Kingdom,373.65999999999997
564022,2011-08-22 12:10:00,13269,United Kingdom,315.68
564023,2011-08-22 12:16:00,17562,United Kingdom,125.7
564034,2011-08-22 12:22:00,12935,United Kingdom,316.02
564037,2011-08-22 12:26:00,14800,United Kingdom,163.72
564038,2011-08-22 12:32:00,16555,United Kingdom,151.98
564039,2011-08-22 12:40:00,12645,Germany,511.96000000000004
564040,2011-08-22 12:45:00,14560,United Kingdom,57.199999999999996
564041,2011-08-22 12:46:00,14560,United Kingdom,34.0
564042,2011-08-22 12:52:00,15443,United Kingdom,247.09
564043,2011-08-22 12:55:00,14414,United Kingdom,190.06
564044,2011-08-22 12:58:00,16952,United Kingdom,157.11
564045,2011-08-22 12:59:00,16013,United Kingdom,1047.12
564046,2011-08-22 12:59:00,16013,United Kingdom,1019.9999999999999
564047,2011-08-22 13:03:00,16952,United Kingdom,10.5
564048,2011-08-22 13:20:00,16013,United Kingdom,40.8
564049,2011-08-22 13:30:00,17585,United Kingdom,319.55
564050,2011-08-22 13:32:00,17160,United Kingdom,758.0500000000001
564051,2011-08-22 13:32:00,14265,Unspecified,278.13
564052,2011-08-22 13:40:00,15033,United Kingdom,247.42000000000002
564053,2011-08-22 13:42:00,14188,United Kingdom,293.1
564054,2011-08-22 13:55:00,17857,United Kingdom,3875.88
564055,2011-08-22 14:03:00,13933,United Kingdom,307.8
564056,2011-08-22 14:13:00,14387,United Kingdom,440.76
564057,2011-08-22 14:20:00,15296,United Kingdom,508.0
564058,2011-08-22 14:23:00,17676,United Kingdom,230.98000000000002
564059,2011-08-22 14:35:00,15796,United Kingdom,325.8
564060,2011-08-22 14:37:00,17073,United Kingdom,453.79
564061,2011-08-22 14:38:00,14505,United Kingdom,1062.88
564062,2011-08-22 14:41:00,17706,United Kingdom,931.5
564065,2011-08-22 15:05:00,15150,United Kingdom,1654.31
564066,2011-08-22 15:05:00,17703,United Kingdom,261.82
564067,2011-08-22 15:07:00,18241,United Kingdom,39.900000000000006
564075,2011-08-22 15:22:00,17659,United Kingdom,89.44
564076,2011-08-22 15:27:00,14045,United Kingdom,408.0
564077,2011-08-22 15:42:00,14711,United Kingdom,148.57
564078,2011-08-22 15:43:00,17083,United Kingdom,409.76
564079,2011-08-22 15:55:00,12627,Germany,630.39
564082,2011-08-23 08:51:00,12627,Germany,72.0
564083,2011-08-23 08:54:00,17469,United Kingdom,304.2
564085,2011-08-23 09:17:00,14911,EIRE,50.0
564088,2011-08-23 09:38:00,17702,United Kingdom,563.64
564089,2011-08-23 09:53:00,15971,United Kingdom,291.4
564090,2011-08-23 09:53:00,17041,United Kingdom,446.39
564091,2011-08-23 09:57:00,15804,United Kingdom,432.48
564092,2011-08-23 10:24:00,13767,United Kingdom,385.88
564093,2011-08-23 10:29:00,14930,Channel Islands,1103.15
564095,2011-08-23 10:31:00,14930,Channel Islands,165.58
564096,2011-08-23 10:36:00,16133,United Kingdom,309.5
564109,2011-08-23 10:48:00,17450,United Kingdom,34.56
564132,2011-08-23 10:56:00,12901,United Kingdom,780.0
564133,2011-08-23 11:01:00,14364,United Kingdom,351.1
564135,2011-08-23 11:12:00,16550,United Kingdom,526.72
564136,2011-08-23 11:16:00,14404,United Kingdom,309.24
564137,2011-08-23 11:30:00,15722,United Kingdom,654.15
564139,2011-08-23 11:41:00,16904,United Kingdom,263.13
564140,2011-08-23 11:47:00,12621,Germany,415.17
564141,2011-08-23 11:47:00,17841,United Kingdom,552.6
564143,2011-08-23 11:51:00,16814,United Kingdom,177.89999999999998
564144,2011-08-23 11:53:00,13939,United Kingdom,205.71
564145,2011-08-23 12:18:00,14329,United Kingdom,399.35
564146,2011-08-23 12:18:00,15838,United Kingdom,480.00000000000006
564147,2011-08-23 12:21:00,14004,United Kingdom,765.9
564148,2011-08-23 12:22:00,18147,United Kingdom,98.88
564149,2011-08-23 12:26:00,14543,United Kingdom,300.90000000000003
564150,2011-08-23 12:30:00,14936,Channel Islands,1436.49
564158,2011-08-23 12:37:00,16712,United Kingdom,250.86
564159,2011-08-23 12:43:00,12593,France,96.3
564160,2011-08-23 12:47:00,15569,United Kingdom,244.79999999999998
564161,2011-08-23 13:13:00,14523,United Kingdom,241.09
564162,2011-08-23 13:27:00,13481,United Kingdom,367.34
564163,2011-08-23 13:28:00,13481,United Kingdom,15.0
564164,2011-08-23 13:30:00,17940,United Kingdom,75.0
564165,2011-08-23 13:35:00,13593,United Kingdom,645.83
564166,2011-08-23 13:40:00,15089,United Kingdom,455.67
564167,2011-08-23 13:50:00,17735,United Kingdom,951.96
564168,2011-08-23 13:51:00,16794,United Kingdom,128.31
564169,2011-08-23 13:55:00,14646,Netherlands,424.8
564170,2011-08-23 13:59:00,17696,United Kingdom,275.82
564171,2011-08-23 14:00:00,16133,United Kingdom,308.66
564172,2011-08-23 14:19:00,16033,United Kingdom,631.75
564173,2011-08-23 14:23:00,12567,France,851.06
564174,2011-08-23 14:25:00,14191,United Kingdom,379.27
564181,2011-08-23 14:53:00,13862,United Kingdom,327.93
564182,2011-08-23 14:55:00,17242,United Kingdom,425.6
564186,2011-08-23 15:20:00,15755,United Kingdom,524.1
564187,2011-08-23 15:24:00,15005,United Kingdom,237.21
564188,2011-08-23 15:33:00,13140,United Kingdom,114.06
564189,2011-08-23 15:34:00,14769,United Kingdom,312.66
564190,2011-08-23 16:01:00,16143,United Kingdom,375.19
564191,2011-08-23 16:16:00,17315,United Kingdom,269.28
564192,2011-08-23 16:36:00,17719,United Kingdom,306.71999999999997
564195,2011-08-23 16:49:00,14060,United Kingdom,306.96000000000004
564196,2011-08-23 16:56:00,17315,United Kingdom,15.0
564197,2011-08-23 17:13:00,13425,United Kingdom,449.56
564198,2011-08-23 17:18:00,14418,United Kingdom,150.44
564199,2011-08-23 17:31:00,13263,United Kingdom,280.17
564200,2011-08-23 17:37:00,18018,United Kingdom,84.69
564201,2011-08-24 08:09:00,12540,Spain,509.34000000000003
564202,2011-08-24 08:27:00,16342,United Kingdom,57.5
564203,2011-08-24 08:49:00,18061,United Kingdom,241.44
564216,2011-08-24 09:23:00,12642,Germany,366.45
564219,2011-08-24 09:30:00,16422,United Kingdom,786.84
564222,2011-08-24 09:41:00,12971,United Kingdom,239.90000000000003
564223,2011-08-24 09:46:00,13013,United Kingdom,255.15
564224,2011-08-24 09:56:00,15249,United Kingdom,330.74
564225,2011-08-24 10:06:00,17268,United Kingdom,452.15999999999997
